"State","Year","Race","Births","Female.Population"
"Tennessee",2009,"Asian or Pacific Islander","94",3358
"Tennessee",2009,"Black or African American","3474",49758
"Tennessee",2009,"White","6899",160241
"Tennessee",2010,"American Indian or Alaska Native","36",1058
"Tennessee",2010,"Asian or Pacific Islander","54",3517
"Tennessee",2010,"Black or African American","3048",49561
"Tennessee",2010,"White","6234",160048
"Tennessee",2011,"American Indian or Alaska Native","29",998
"Tennessee",2011,"Asian or Pacific Islander","61",3669
"Tennessee",2011,"Black or African American","2752",48315
"Tennessee",2011,"White","5758",155043
"Tennessee",2012,"American Indian or Alaska Native","29",1027
"Tennessee",2012,"Asian or Pacific Islander","53",3700
"Tennessee",2012,"Black or African American","2520",47444
"Tennessee",2012,"White","5400",153120
"Tennessee",2013,"American Indian or Alaska Native","28",1026
"Tennessee",2013,"Asian or Pacific Islander","56",3905
"Tennessee",2013,"Black or African American","2293",46403
"Tennessee",2013,"White","4816",153308
"Tennessee",2014,"American Indian or Alaska Native","29",1035
"Tennessee",2014,"Asian or Pacific Islander","63",4160
"Tennessee",2014,"Black or African American","2063",45607
"Tennessee",2014,"White","4677",154147
"Tennessee",2015,"American Indian or Alaska Native","15",1055
"Tennessee",2015,"Asian or Pacific Islander","46",4361
"Tennessee",2015,"Black or African American","1869",45441
"Tennessee",2015,"White","4404",154614
"Texas",2007,"American Indian or Alaska Native","162",10247
"Texas",2007,"Asian or Pacific Islander","394",30179
"Texas",2007,"Black or African American","8638",128780
"Texas",2007,"White","45974",709733
"Texas",2008,"American Indian or Alaska Native","181",10812
"Texas",2008,"Asian or Pacific Islander","382",31777
"Texas",2008,"Black or African American","8469",131706
"Texas",2008,"White","46095",720441
"Texas",2009,"American Indian or Alaska Native","178",11511
"Texas",2009,"Asian or Pacific Islander","385",33721
"Texas",2009,"Black or African American","8090",133323
"Texas",2009,"White","44830",730871
"Texas",2010,"American Indian or Alaska Native","158",12090
"Texas",2010,"Asian or Pacific Islander","335",35044
"Texas",2010,"Black or African American","7312",133184
"Texas",2010,"White","40651",734120
"Texas",2011,"American Indian or Alaska Native","135",12363
"Texas",2011,"Asian or Pacific Islander","271",35053
"Texas",2011,"Black or African American","6359",130738
"Texas",2011,"White","36570",733609
"Texas",2012,"American Indian or Alaska Native","144",12197
"Texas",2012,"Asian or Pacific Islander","318",36496
"Texas",2012,"Black or African American","6001",131825
"Texas",2012,"White","34532",730306
"Texas",2013,"American Indian or Alaska Native","140",12413
"Texas",2013,"Asian or Pacific Islander","300",38241
"Texas",2013,"Black or African American","5488",131577
"Texas",2013,"White","32123",733258
"Texas",2014,"American Indian or Alaska Native","127",12586
"Texas",2014,"Asian or Pacific Islander","271",40417
"Texas",2014,"Black or African American","5142",132540
"Texas",2014,"White","29993",741525
"Texas",2015,"American Indian or Alaska Native","116",12707
"Texas",2015,"Asian or Pacific Islander","262",42772
"Texas",2015,"Black or African American","4817",134547
"Texas",2015,"White","27949",754863
"Utah",2007,"American Indian or Alaska Native","131",2357
"Utah",2007,"Asian or Pacific Islander","88",3615
"Utah",2007,"Black or African American","92",1606
"Utah",2007,"White","3490",99148
"Utah",2008,"American Indian or Alaska Native","116",2382
"Utah",2008,"Asian or Pacific Islander","97",3772
"Utah",2008,"Black or African American","79",1815
"Utah",2008,"White","3489",100249
"Utah",2009,"American Indian or Alaska Native","115",2371
"Utah",2009,"Asian or Pacific Islander","83",3937
"Utah",2009,"Black or African American","76",1926
"Utah",2009,"White","3108",100718
"Utah",2010,"American Indian or Alaska Native","115",2318
"Utah",2010,"Asian or Pacific Islander","80",4014
"Utah",2010,"Black or African American","96",2050
"Utah",2010,"White","2785",100981
"Utah",2011,"American Indian or Alaska Native","113",2340
"Utah",2011,"Asian or Pacific Islander","71",3955
"Utah",2011,"Black or African American","74",2138
"Utah",2011,"White","2307",101763
"Utah",2012,"American Indian or Alaska Native","113",2235
"Utah",2012,"Asian or Pacific Islander","70",4013
"Utah",2012,"Black or African American","88",2193
"Utah",2012,"White","2236",98825
"Utah",2013,"American Indian or Alaska Native","95",2202
"Utah",2013,"Asian or Pacific Islander","66",4164
"Utah",2013,"Black or African American","57",2283
"Utah",2013,"White","2051",100907
"Utah",2014,"American Indian or Alaska Native","87",2228
"Utah",2014,"Asian or Pacific Islander","54",4323
"Utah",2014,"Black or African American","57",2433
"Utah",2014,"White","1982",102249
"Utah",2015,"American Indian or Alaska Native","75",2246
"Utah",2015,"Asian or Pacific Islander","39",4625
"Utah",2015,"Black or African American","63",2330
"Utah",2015,"White","1860",105722
"Vermont",2007,"American Indian or Alaska Native","Suppressed",137
"Vermont",2007,"Asian or Pacific Islander","Suppressed",430
"Vermont",2007,"Black or African American","13",408
"Vermont",2007,"White","479",22480
"Vermont",2008,"American Indian or Alaska Native","Suppressed",147
"Vermont",2008,"Asian or Pacific Islander","Suppressed",442
"Vermont",2008,"Black or African American","17",452
"Vermont",2008,"White","459",22155
"Vermont",2009,"American Indian or Alaska Native","Suppressed",147
"Vermont",2009,"Asian or Pacific Islander","Suppressed",496
"Vermont",2009,"Black or African American","Suppressed",496
"Vermont",2009,"White","387",21560
"Vermont",2010,"American Indian or Alaska Native","Suppressed",134
"Vermont",2010,"Asian or Pacific Islander","Suppressed",531
"Vermont",2010,"Black or African American","10",522
"Vermont",2010,"White","389",21166
"Vermont",2011,"American Indian or Alaska Native","Suppressed",124
"Vermont",2011,"Asian or Pacific Islander","Suppressed",577
"Vermont",2011,"Black or African American","10",530
"Vermont",2011,"White","360",21113
"Vermont",2012,"American Indian or Alaska Native","Suppressed",129
"Vermont",2012,"Asian or Pacific Islander","Suppressed",576
"Vermont",2012,"Black or African American","Suppressed",542
"Vermont",2012,"White","346",20863
"Vermont",2013,"American Indian or Alaska Native","Suppressed",111
"Vermont",2013,"Asian or Pacific Islander","Suppressed",597
"Vermont",2013,"Black or African American","11",578
"Vermont",2013,"White","306",20520
"Vermont",2014,"American Indian or Alaska Native","Suppressed",111
"Vermont",2014,"Asian or Pacific Islander","Suppressed",658
"Vermont",2014,"Black or African American","10",581
"Vermont",2014,"White","297",20202
"Vermont",2015,"American Indian or Alaska Native","Suppressed",105
"Vermont",2015,"Asian or Pacific Islander","Suppressed",667
"Vermont",2015,"Black or African American","Suppressed",611
"Vermont",2015,"White","233",19814
"Virginia",2007,"American Indian or Alaska Native","10",1588
"Virginia",2007,"Asian or Pacific Islander","135",13541
"Virginia",2007,"Black or African American","3684",69795
"Virginia",2007,"White","5490",184279
"Virginia",2008,"American Indian or Alaska Native","14",1630
"Virginia",2008,"Asian or Pacific Islander","94",14042
"Virginia",2008,"Black or African American","3532",70257
"Virginia",2008,"White","5266",184471
"Virginia",2009,"American Indian or Alaska Native","13",1722
"Virginia",2009,"Asian or Pacific Islander","106",14603
"Virginia",2009,"Black or African American","3366",70372
"Virginia",2009,"White","4849",183893
"Virginia",2010,"American Indian or Alaska Native","Suppressed",1748
"Virginia",2010,"Asian or Pacific Islander","77",15021
"Virginia",2010,"Black or African American","2959",69644
"Virginia",2010,"White","4401",183050
"Virginia",2011,"American Indian or Alaska Native","Suppressed",1736
"Virginia",2011,"Asian or Pacific Islander","76",15275
"Virginia",2011,"Black or African American","2492",67322
"Virginia",2011,"White","4006",181529
"Virginia",2012,"American Indian or Alaska Native","21",1790
"Virginia",2012,"Asian or Pacific Islander","79",15854
"Virginia",2012,"Black or African American","2354",65742
"Virginia",2012,"White","3692",181854
"Virginia",2013,"American Indian or Alaska Native","19",1857
"Virginia",2013,"Asian or Pacific Islander","96",16345
"Virginia",2013,"Black or African American","2008",64546
"Virginia",2013,"White","3212",181015
"Virginia",2014,"American Indian or Alaska Native","17",1857
"Virginia",2014,"Asian or Pacific Islander","80",17137
"Virginia",2014,"Black or African American","1716",63719
"Virginia",2014,"White","3107",180982
"Virginia",2015,"American Indian or Alaska Native","Suppressed",1807
"Virginia",2015,"Asian or Pacific Islander","93",18136
"Virginia",2015,"Black or African American","1571",63578
"Virginia",2015,"White","2883",180619
"Washington",2007,"American Indian or Alaska Native","479",6630
"Washington",2007,"Asian or Pacific Islander","360",19067
"Washington",2007,"Black or African American","604",12213
"Washington",2007,"White","6076",185397
"Washington",2008,"American Indian or Alaska Native","403",6654
"Washington",2008,"Asian or Pacific Islander","339",19960
"Washington",2008,"Black or African American","594",12654
"Washington",2008,"White","6132",186077
"Washington",2009,"American Indian or Alaska Native","412",6676
"Washington",2009,"Asian or Pacific Islander","319",20740
"Washington",2009,"Black or African American","523",13279
"Washington",2009,"White","5669",185080
"Washington",2010,"American Indian or Alaska Native","354",6620
"Washington",2010,"Asian or Pacific Islander","276",21212
"Washington",2010,"Black or African American","490",13268
"Washington",2010,"White","4936",183451
"Washington",2011,"American Indian or Alaska Native","324",6438
"Washington",2011,"Asian or Pacific Islander","273",20156
"Washington",2011,"Black or African American","449",13315
"Washington",2011,"White","4533",177647
"Washington",2012,"American Indian or Alaska Native","267",6372
"Washington",2012,"Asian or Pacific Islander","271",20351
"Washington",2012,"Black or African American","388",13341
"Washington",2012,"White","4137",174414
"Washington",2013,"American Indian or Alaska Native","267",6357
"Washington",2013,"Asian or Pacific Islander","222",20860
"Washington",2013,"Black or African American","338",13599
"Washington",2013,"White","3594",173083
"Washington",2014,"American Indian or Alaska Native","223",6335
"Washington",2014,"Asian or Pacific Islander","184",21301
"Washington",2014,"Black or African American","353",14174
"Washington",2014,"White","3367",172033
"Washington",2015,"American Indian or Alaska Native","200",6420
"Washington",2015,"Asian or Pacific Islander","173",22229
"Washington",2015,"Black or African American","326",14076
"Washington",2015,"White","3105",171247
"West Virginia",2007,"American Indian or Alaska Native","Suppressed",133
"West Virginia",2007,"Asian or Pacific Islander","Suppressed",415
"West Virginia",2007,"Black or African American","137",2634
"West Virginia",2007,"White","2603",56030
"West Virginia",2008,"American Indian or Alaska Native","Suppressed",132
"West Virginia",2008,"Asian or Pacific Islander","Suppressed",422
"West Virginia",2008,"Black or African American","132",2778
"West Virginia",2008,"White","2658",55822
"West Virginia",2009,"American Indian or Alaska Native","Suppressed",129
"West Virginia",2009,"Asian or Pacific Islander","Suppressed",421
"West Virginia",2009,"Black or African American","141",2903
"West Virginia",2009,"White","2718",55539
"West Virginia",2010,"American Indian or Alaska Native","Suppressed",117
"West Virginia",2010,"Asian or Pacific Islander","Suppressed",432
"West Virginia",2010,"Black or African American","123",2918
"West Virginia",2010,"White","2501",54766
"West Virginia",2011,"American Indian or Alaska Native","Suppressed",129
"West Virginia",2011,"Asian or Pacific Islander","Suppressed",484
"West Virginia",2011,"Black or African American","126",3064
"West Virginia",2011,"White","2362",52888
"West Virginia",2012,"American Indian or Alaska Native","Suppressed",115
"West Virginia",2012,"Asian or Pacific Islander","Suppressed",474
"West Virginia",2012,"Black or African American","127",2971
"West Virginia",2012,"White","2303",51011
"West Virginia",2013,"American Indian or Alaska Native","Suppressed",122
"West Virginia",2013,"Asian or Pacific Islander","Suppressed",475
"West Virginia",2013,"Black or African American","100",3014
"West Virginia",2013,"White","2092",50704
"West Virginia",2014,"American Indian or Alaska Native","Suppressed",123
"West Virginia",2014,"Asian or Pacific Islander","Suppressed",521
"West Virginia",2014,"Black or African American","112",3002
"West Virginia",2014,"White","1878",50276
"West Virginia",2015,"American Indian or Alaska Native","Suppressed",132
"West Virginia",2015,"Asian or Pacific Islander","Suppressed",543
"West Virginia",2015,"Black or African American","84",3014
"West Virginia",2015,"White","1639",50204
"Wisconsin",2007,"American Indian or Alaska Native","264",3061
"Wisconsin",2007,"Asian or Pacific Islander","271",6603
"Wisconsin",2007,"Black or African American","1638",18604
"Wisconsin",2007,"White","4150",172420
"Wisconsin",2008,"American Indian or Alaska Native","257",3070
"Wisconsin",2008,"Asian or Pacific Islander","281",6677
"Wisconsin",2008,"Black or African American","1621",19216
"Wisconsin",2008,"White","3958",170357
"Wisconsin",2009,"American Indian or Alaska Native","224",3058
"Wisconsin",2009,"Asian or Pacific Islander","245",6822
"Wisconsin",2009,"Black or African American","1572",19384
"Wisconsin",2009,"White","3818",167800
"Wisconsin",2010,"American Indian or Alaska Native","208",3059
"Wisconsin",2010,"Asian or Pacific Islander","204",6815
"Wisconsin",2010,"Black or African American","1391",19346
"Wisconsin",2010,"White","3354",165186
"Wisconsin",2011,"American Indian or Alaska Native","154",2956
"Wisconsin",2011,"Asian or Pacific Islander","180",6645
"Wisconsin",2011,"Black or African American","1243",18771
"Wisconsin",2011,"White","2984",165643
"Wisconsin",2012,"American Indian or Alaska Native","128",2790
"Wisconsin",2012,"Asian or Pacific Islander","183",6622
"Wisconsin",2012,"Black or African American","1064",18262
"Wisconsin",2012,"White","2825",162621
"Wisconsin",2013,"American Indian or Alaska Native","117",2765
"Wisconsin",2013,"Asian or Pacific Islander","152",6468
"Wisconsin",2013,"Black or African American","994",18034
"Wisconsin",2013,"White","2468",160829
"Wisconsin",2014,"American Indian or Alaska Native","102",2782
"Wisconsin",2014,"Asian or Pacific Islander","130",6703
"Wisconsin",2014,"Black or African American","936",17927
"Wisconsin",2014,"White","2246",159887
"Wisconsin",2015,"American Indian or Alaska Native","98",2820
"Wisconsin",2015,"Asian or Pacific Islander","120",6996
"Wisconsin",2015,"Black or African American","863",17993
"Wisconsin",2015,"White","1994",159331
"Wyoming",2007,"American Indian or Alaska Native","85",724
"Wyoming",2007,"Asian or Pacific Islander","Suppressed",180
"Wyoming",2007,"Black or African American","23",286
"Wyoming",2007,"White","815",17278
"Wyoming",2008,"American Indian or Alaska Native","69",723
"Wyoming",2008,"Asian or Pacific Islander","Suppressed",205
"Wyoming",2008,"Black or African American","15",304
"Wyoming",2008,"White","792",17281
"Wyoming",2009,"American Indian or Alaska Native","51",755
"Wyoming",2009,"Asian or Pacific Islander","Suppressed",229
"Wyoming",2009,"Black or African American","15",321
"Wyoming",2009,"White","746",17468
"Wyoming",2010,"American Indian or Alaska Native","58",760
"Wyoming",2010,"Asian or Pacific Islander","Suppressed",204
"Wyoming",2010,"Black or African American","17",336
"Wyoming",2010,"White","647",17216
"Wyoming",2011,"American Indian or Alaska Native","42",733
"Wyoming",2011,"Asian or Pacific Islander","Suppressed",243
"Wyoming",2011,"Black or African American","11",354
"Wyoming",2011,"White","574",16449
"Wyoming",2012,"American Indian or Alaska Native","62",696
"Wyoming",2012,"Asian or Pacific Islander","Suppressed",231
"Wyoming",2012,"Black or African American","14",513
"Wyoming",2012,"White","544",16494
"Wyoming",2013,"American Indian or Alaska Native","43",677
"Wyoming",2013,"Asian or Pacific Islander","Suppressed",234
"Wyoming",2013,"Black or African American","12",604
"Wyoming",2013,"White","483",16729
"Wyoming",2014,"American Indian or Alaska Native","30",651
"Wyoming",2014,"Asian or Pacific Islander","Suppressed",251
"Wyoming",2014,"Black or African American","15",562
"Wyoming",2014,"White","498",16640
"Wyoming",2015,"American Indian or Alaska Native","42",640
"Wyoming",2015,"Asian or Pacific Islander","Suppressed",256
"Wyoming",2015,"Black or African American","13",353
"Wyoming",2015,"White","456",16242
