ZIP,HospID,City,State,Beds,RBeds,Outpatients,Admin,Inpatient,Hip95,Knee95,SalesYr,Sales12,Teach,Trauma,Rehab,Hip96,Knee96,Femur96,logBeds,logOut,logRBeds,logAdmin,logInpat,logHip95,logKnee95,logSales,logSales12,logHip96,logKnee96,logFemur96
7801,23022, Dover, NJ,324,0,42405,10255,10158,71,74,78,40,0,0,0,76,44,81,5.783825182,10.65504514,0,9.235618179,9.226115291,4.276666119,4.317488114,4.369447852,3.713572067,4.343805422,3.80666249,4.406719247
7834,22522, Denville, NJ,296,0,72875,11049,7709,78,79,83,52,0,0,0,77,60,86,5.693732139,11.19651465,0,9.310185707,8.950273467,4.369447852,4.382026635,4.430816799,3.970291914,4.356708827,4.110873864,4.465908119
7901,137022, Summit, NJ,602,0,293116,20985,22374,52,54,205,95,1,0,0,183,99,181,6.401917197,12.58832713,0,9.951610828,10.01569954,3.970291914,4.007333185,5.327876169,4.564348191,5.214935758,4.605170186,5.204006687
7930,21822, Chester, NJ,72,72,8333,746,0,47,47,0,0,0,0,1,0,0,0,4.290459441,9.028098812,4.290459441,6.616065185,0,3.871201011,3.871201011,0,0,0,0,0
7960,68022, Morristown, NJ,523,0,0,21416,17498,367,845,182,118,1,1,0,168,116,173,6.261491684,0,0,9.971940278,9.769899015,5.908082938,6.74051936,5.209486153,4.779123493,5.129898715,4.762173935,5.159055299
8043,160022, Voorhees, NJ,246,0,38690,15153,6363,0,0,185,184,1,0,0,181,176,181,5.509388337,10.56336229,0,9.626019802,8.758412389,0,0,5.225746674,5.220355825,5.204006687,5.176149733,5.204006687
8060,73022, Mount Holly, NJ,369,0,69337,16000,7486,0,0,107,98,1,0,0,116,112,120,5.913503006,11.14674838,0,9.680406499,8.920923462,0,0,4.682131227,4.59511985,4.762173935,4.727387819,4.795790546
8084,135222, Stratford, NJ,236,0,6360,8220,7366,0,0,116,92,0,0,0,129,88,181,5.468060141,8.757940877,0,9.014447135,8.904765847,0,0,4.762173935,4.532599493,4.86753445,4.48863637,5.204006687
8096,163022, Woodbury, NJ,339,0,108864,12676,8353,32,36,93,83,1,0,0,86,80,92,5.828945618,11.59786386,0,9.447544607,9.030495745,3.496507561,3.610917913,4.543294782,4.430816799,4.465908119,4.394449155,4.532599493
8401,4022, Atlantic City, NJ,325,0,25970,10206,3081,0,0,126,58,1,1,0,119,54,168,5.786897381,10.16473581,0,9.230829038,8.033334016,0,0,4.844187086,4.077537444,4.787491743,4.007333185,5.129898715
8540,119022, Princeton, NJ,413,0,22525,14056,9305,288,362,110,48,1,0,0,128,61,108,6.025865974,10.02242548,0,9.550875771,9.138414632,5.666426688,5.894402834,4.709530201,3.891820298,4.859812404,4.127134385,4.691347882
8618,143022, Trenton, NJ,344,0,118376,13484,9387,23,28,76,76,0,0,0,75,85,67,5.843544417,11.68162973,0,9.509333236,9.147187557,3.17805383,3.36729583,4.343805422,4.343805422,4.33073334,4.454347296,4.219507705
8629,148022, Trenton, NJ,388,0,39750,13958,12106,0,1,60,26,1,0,0,58,51,80,5.963579344,10.59039028,0,9.543879741,9.401539077,0,0.693147181,4.110873864,3.295836866,4.077537444,3.951243719,4.394449155
8648,54222, Lawrenceville, NJ,86,86,0,977,0,50,58,0,0,0,0,1,0,0,0,4.465908119,0,4.465908119,6.88550967,0,3.931825633,4.077537444,0,0,0,0,0
8690,149022, Trenton, NJ,166,0,45797,4879,5871,2,2,50,30,0,0,0,47,30,49,5.117993812,10.7319957,0,8.492900499,8.67795057,1.098612289,1.098612289,3.931825633,3.433987204,3.871201011,3.433987204,3.912023005
8701,54022, Lakewood, NJ,345,0,77965,12315,7325,0,2,113,32,0,0,0,95,41,134,5.846438775,11.26402811,0,9.418654509,8.899184943,0,1.098612289,4.736198448,3.496507561,4.564348191,3.737669618,4.905274778
8742,117022, Point Pleasant, NJ,330,0,19345,11328,11385,42,42,121,60,0,0,0,139,53,139,5.802118375,9.870240959,0,9.335121089,9.34013981,3.761200116,3.761200116,4.804021045,4.110873864,4.941642423,3.988984047,4.941642423
8753,139522, Toms River, NJ,499,0,376878,19053,16775,0,0,179,105,0,0,0,194,110,252,6.214608098,12.83967946,0,9.855032332,9.727704573,0,0,5.192956851,4.663439094,5.272999559,4.709530201,5.533389489
8820,23522, Edison, NJ,416,0,1906,19412,21082,153,189,138,140,1,0,0,144,132,130,6.033086222,7.553286606,0,9.873698224,9.956222308,5.036952602,5.247024072,4.934473933,4.94875989,4.976733742,4.890349128,4.875197323
8822,29522, Flemington, NJ,182,0,134991,7443,5214,54,55,59,24,1,0,0,65,24,58,5.209486153,11.8129708,0,8.915163618,8.559294367,4.007333185,4.025351691,4.094344562,3.218875825,4.189654742,3.218875825,4.077537444
8901,92022, New Brunswick, NJ,381,0,116622,17039,10864,67,84,199,150,1,1,0,193,114,102,5.945420609,11.66670179,0,9.7433188,9.293301893,4.219507705,4.442651256,5.298317367,5.017279837,5.267858159,4.744932128,4.634728988
8901,95022, New Brunswick, NJ,443,0,78421,23244,13585,65,71,54,72,1,0,0,92,83,102,6.095824562,11.26985978,0,10.05384533,9.51679513,4.189654742,4.276666119,4.007333185,4.290459441,4.532599493,4.430816799,4.634728988
10003,289021, New York, NY,220,26,0,5954,9500,818,1885,793,617,1,0,1,768,590,146,5.398162702,0,3.295836866,8.691986482,9.159152335,6.708084084,7.542213463,6.677083461,6.426488457,6.64509097,6.381816017,4.990432587
10003,272021, New York, NY,493,0,44542,12345,8910,62,62,80,47,1,0,0,65,49,52,6.202535517,10.70421029,0,9.421087403,9.095041748,4.143134726,4.143134726,4.394449155,3.871201011,4.189654742,3.912023005,3.970291914
10003,265521, New York, NY,962,28,721546,37662,23860,0,0,69,155,1,0,1,107,219,109,6.870053412,13.4891528,3.36729583,10.53643346,10.08000061,0,0,4.248495242,5.049856007,4.682131227,5.393627546,4.700480366
10011,347021, New York, NY,788,32,209145,22316,7772,26,29,108,49,1,1,1,97,44,138,6.670766321,12.25078785,3.496507561,10.013104,8.958411469,3.295836866,3.401197382,4.691347882,3.912023005,4.584967479,3.80666249,4.934473933
10016,292521, New York, NY,726,0,58263,26029,20128,49,49,132,76,1,0,0,150,77,104,6.588926478,10.97273969,0,10.167005,9.90991684,3.912023005,3.912023005,4.890349128,4.343805422,5.017279837,4.356708827,4.65396035
10021,351021, New York, NY,1048,0,181245,37126,22203,20,24,80,0,1,1,0,75,0,179,6.955592608,12.1076105,0,10.52209975,10.00802773,3.044522438,3.218875825,4.394449155,0,4.33073334,0,5.192956851
10021,306021, New York, NY,565,0,0,18653,13468,11,11,62,19,1,0,0,67,24,37,6.338594078,0,0,9.833815879,9.508146028,2.48490665,2.48490665,4.143134726,2.995732274,4.219507705,3.218875825,3.63758616
10021,290021, New York, NY,192,0,0,6333,6314,0,1,1421,840,1,0,0,1373,727,149,5.262690189,0,0,8.753687227,8.750683035,0,0.693147181,7.25981961,6.73459166,7.225481473,6.590301048,5.010635294
10021,299021, New York, NY,634,0,133578,28164,15022,0,0,178,68,1,0,0,173,77,154,6.453624999,11.80244834,0,10.24583535,9.617337639,0,0,5.187385806,4.234106505,5.159055299,4.356708827,5.043425117
10025,333521, New York, NY,788,0,0,26215,2363,180,339,126,45,1,0,0,133,48,237,6.670766321,0,0,10.17412519,7.768110379,5.198497031,5.828945618,4.844187086,3.828641396,4.8978398,3.891820298,5.472270674
10029,314021, New York, NY,1071,36,284564,39630,28659,58,62,245,68,1,0,1,233,70,191,6.977281342,12.55871698,3.610917913,10.58736692,10.2632577,4.077537444,4.143134726,5.505331536,4.234106505,5.455321115,4.262679877,5.257495372
10032,332021, New York, NY,1314,41,0,41493,22314,0,7,239,155,1,0,1,232,119,212,7.181591945,0,3.737669618,10.63330412,10.01301438,0,2.079441542,5.480638923,5.049856007,5.451038454,4.787491743,5.361292166
10128,274021, New York, NY,212,0,9275,7803,10523,108,193,102,284,0,0,0,0,0,0,5.361292166,9.135185698,0,8.962391702,9.261413642,4.691347882,5.267858159,4.634728988,5.65248918,0,0,0
10305,474021, Staten Island, NY,431,48,0,19568,11924,4,4,101,91,1,1,1,106,83,157,6.068425588,0,3.891820298,9.88170196,9.386392316,1.609437912,1.609437912,4.624972813,4.521788577,4.672828834,4.430816799,5.062595033
10457,2.67E+23, Bronx, NY,430,0,0,15544,4906,60,96,21,12,1,0,0,25,12,22,6.06610809,0,0,9.651494322,8.498418036,4.110873864,4.574710979,3.091042453,2.564949357,3.258096538,2.564949357,3.135494216
10467,310021, Bronx, NY,1248,0,0,24057,21100,1000,1512,268,157,1,0,0,265,143,309,7.13009851,0,0,10.08822286,9.957075712,6.908754779,7.321849714,5.59471138,5.062595033,5.583496309,4.9698133,5.736572297
10467,39521, Bronx, NY,378,25,186630,12425,2695,6,8,11,3,1,0,1,15,3,22,5.937536205,12.13688868,3.258096538,9.427546331,7.899524472,1.945910149,2.197224577,2.48490665,1.386294361,2.772588722,1.386294361,3.135494216
10512,120021, Carmel, NY,164,0,0,5819,4127,28,42,47,45,0,0,0,83,52,65,5.105945474,0,0,8.669055541,8.325548307,3.36729583,3.761200116,3.871201011,3.828641396,4.430816799,3.970291914,4.189654742
10549,250021, Mount Kisco, NY,259,0,48561,11287,5836,169,253,79,36,0,0,0,71,46,82,5.560681631,10.79059661,0,9.331495494,8.671972245,5.135798437,5.537334267,4.382026635,3.610917913,4.276666119,3.850147602,4.418840608
10573,404021, Port Chester, NY,294,0,0,8511,6421,0,1,53,30,0,0,0,39,22,84,5.686975356,0,0,9.049232212,8.767484875,0,0.693147181,3.988984047,3.433987204,3.688879454,3.135494216,4.442651256
10595,515021, Valhalla, NY,638,18,151612,20019,17750,80,82,55,26,1,1,1,45,31,54,6.459904454,11.9290865,2.944438979,9.904487053,9.784197131,4.394449155,4.418840608,4.025351691,3.295836866,3.828641396,3.465735903,4.007333185
10601,533021, White Plains, NY,301,0,6435,11374,12420,0,0,113,51,0,0,0,124,61,121,5.710427017,8.769662508,0,9.339173244,9.427143868,0,0,4.736198448,3.951243719,4.828313737,4.127134385,4.804021045
10605,531521, White Plains, NY,150,150,13642,1397,0,0,9,0,0,1,0,1,0,0,0,5.017279837,9.520981849,5.017279837,7.242797923,0,0,2.302585093,0,0,0,0,0
10701,545021, Yonkers, NY,273,0,0,12342,8324,19,21,42,13,0,0,0,47,18,57,5.613128106,0,0,9.42084438,9.027018315,2.995732274,3.091042453,3.761200116,2.63905733,3.871201011,2.944438979,4.060443011
10708,40021, Bronxville, NY,281,0,25440,10984,5406,176,269,106,49,0,0,0,112,51,108,5.641907071,10.14411732,0,9.304285985,8.595449689,5.176149733,5.598421959,4.672828834,3.912023005,4.727387819,3.951243719,4.691347882
10801,260021, New Rochelle, NY,311,0,0,11266,6339,254,334,44,21,1,0,0,53,37,110,5.743003188,0,0,9.329633378,8.754634047,5.541263545,5.814130532,3.80666249,3.091042453,3.988984047,3.63758616,4.709530201
10901,478021, Suffern, NY,370,0,25175,14302,8945,2,2,47,32,0,0,0,68,37,116,5.916202063,10.13364644,0,9.568224584,9.098961784,1.098612289,1.098612289,3.871201011,3.496507561,4.234106505,3.63758616,4.762173935
10940,241021, Middletown, NY,274,15,0,9596,5985,40,49,64,13,0,0,1,65,25,61,5.616771098,0,2.772588722,9.169205829,8.697178688,3.713572067,3.912023005,4.17438727,2.63905733,4.189654742,3.258096538,4.127134385
10960,372021, Nyack, NY,375,0,27825,17326,9134,72,83,73,35,1,1,0,58,27,149,5.929589143,10.23372611,0,9.760021258,9.119868469,4.290459441,4.430816799,4.304065093,3.583518938,4.077537444,3.33220451,5.010635294
11030,235721, Manhasset, NY,669,0,111300,34792,22797,1,4,281,166,1,1,0,302,160,238,6.507277712,11.61999352,0,10.4571715,10.03442809,0.693147181,1.609437912,5.641907071,5.117993812,5.713732806,5.081404365,5.476463552
11042,168021, New York, NY,829,0,13250,29832,25346,134,142,136,62,1,0,0,168,53,125,6.721425701,9.4918283,0,10.30337044,10.14041566,4.905274778,4.96284463,4.919980926,4.143134726,5.129898715,3.988984047,4.836281907
11102,228021, Long Island City, NY,235,0,14840,7869,5289,5,20,53,30,0,0,0,53,35,89,5.463831805,9.6051489,0,8.970813341,8.573573525,1.791759469,3.044522438,3.988984047,3.433987204,3.988984047,3.583518938,4.49980967
11203,87021, Brooklyn, NY,354,18,0,9873,8767,0,4,29,28,1,0,1,37,36,42,5.872117789,0,2.944438979,9.197660319,9.078864009,0,1.609437912,3.401197382,3.36729583,3.63758616,3.610917913,3.761200116
11215,55521, Brooklyn, NY,532,0,91254,19570,10644,37,37,88,36,1,0,0,75,32,138,6.278521424,11.42141306,0,9.881804158,9.272845577,3.63758616,3.63758616,4.48863637,3.610917913,4.33073334,3.496507561,4.934473933
11219,74721, Brooklyn, NY,705,0,76924,22408,10641,20,20,125,60,1,0,0,129,48,173,6.559615237,11.2505862,0,10.01721794,9.272563715,3.044522438,3.044522438,4.836281907,4.110873864,4.86753445,3.891820298,5.159055299
11226,55021, Brooklyn, NY,190,0,0,5528,1907,1,1,46,19,0,0,0,42,6,84,5.252273428,0,0,8.617762246,7.553810852,0.693147181,0.693147181,3.850147602,2.995732274,3.761200116,1.945910149,4.442651256
11355,159521, Flushing, NY,487,0,99875,22348,12430,34,85,116,46,1,1,0,109,48,191,6.190315406,11.5116847,0,10.01453686,9.427948632,3.555348061,4.454347296,4.762173935,3.850147602,4.700480366,3.891820298,5.257495372
11355,160021, Flushing, NY,459,0,119547,17589,7199,18,72,93,44,1,0,0,80,26,142,6.131226489,11.69147324,0,9.775085838,8.881836305,2.944438979,4.290459441,4.543294782,3.80666249,4.394449155,3.295836866,4.96284463
11373,63521, Flushing, NY,358,0,20785,15940,6470,6,9,153,71,1,0,0,167,69,315,5.883322388,9.942034962,0,9.676649686,8.775085935,1.945910149,2.302585093,5.036952602,4.276666119,5.123963979,4.248495242,5.755742214
11375,161421, Flushing, NY,302,0,10600,12952,5845,32,67,43,29,1,0,0,49,37,57,5.713732806,9.268703615,0,9.469082701,8.673512946,3.496507561,4.219507705,3.784189634,3.401197382,3.912023005,3.63758616,4.060443011
11375,161621, Flushing, NY,244,0,7155,7037,8237,21,23,50,3,0,0,0,39,0,89,5.501258211,8.875706445,0,8.859079318,9.016512875,3.091042453,3.17805383,3.931825633,1.386294361,3.688879454,0,4.49980967
11418,198021, Jamaica, NY,295,25,34715,8920,4071,36,36,45,3,1,1,1,28,3,118,5.690359454,10.45495595,3.258096538,9.096163327,8.311889558,3.610917913,3.610917913,3.828641396,1.386294361,3.36729583,1.386294361,4.779123493
11501,245021, Mineola, NY,581,0,72141,26543,16754,6,6,154,63,1,1,0,190,100,145,6.366470448,11.18639168,0,10.18655901,9.726452,1.945910149,1.945910149,5.043425117,4.158883083,5.252273428,4.615120517,4.983606622
11542,166021, Glen Cove, NY,265,22,0,8192,6276,4,7,42,26,1,0,1,47,27,79,5.583496309,0,3.135494216,9.01103541,8.744647438,1.609437912,2.079441542,3.761200116,3.295836866,3.871201011,3.33220451,4.382026635
11561,227021, Long Beach, NY,186,15,230318,5686,3213,0,4,34,3,0,0,1,40,6,73,5.231108617,12.34722058,2.772588722,8.645938147,8.075271546,0,1.609437912,3.555348061,1.386294361,3.713572067,1.945910149,4.304065093
11570,436021, Rockville Centre, NY,387,0,7950,15470,7103,3,3,117,73,1,1,0,129,70,97,5.96100534,8.981052986,0,9.646722583,8.868413285,1.386294361,1.386294361,4.770684624,4.304065093,4.86753445,4.262679877,4.584967479
11572,373521, Oceanside, NY,429,0,68025,15003,7904,0,0,114,57,1,1,0,109,36,139,6.063785209,11.12764526,0,9.616072111,8.97525075,0,0,4.744932128,4.060443011,4.700480366,3.610917913,4.941642423
11580,515521, Valley Stream, NY,305,0,36254,9283,5354,3,3,68,9,0,0,0,58,4,93,5.723585102,10.49833258,0,9.136047767,8.585785983,1.386294361,1.386294361,4.234106505,2.302585093,4.077537444,1.609437912,4.543294782
11691,434021, Far Rockaway, NY,272,0,40303,6109,2909,0,3,45,10,1,0,0,57,9,72,5.609471795,10.604206,0,8.717682052,7.97590836,0,1.386294361,3.828641396,2.397895273,4.060443011,2.302585093,4.290459441
11691,155521, Far Rockaway, NY,306,0,13250,11638,4499,0,0,134,88,1,0,0,149,88,177,5.726847748,9.4918283,0,9.362116807,8.411832676,0,0,4.905274778,4.48863637,5.010635294,4.48863637,5.18178355
11706,28021, Bay Shore, NY,489,0,14310,18386,2535,55,55,48,13,1,0,0,58,20,79,6.194405391,9.568783751,0,9.819399172,7.838343316,4.025351691,4.025351691,3.891820298,2.63905733,4.077537444,3.044522438,4.382026635
11714,33521, Bethpage, NY,223,0,0,7302,7514,43,76,56,10,0,0,0,53,23,55,5.411646052,0,0,8.896040502,8.924656302,3.784189634,4.343805422,4.043051268,2.397895273,3.988984047,3.17805383,4.025351691
11743,188021, Huntington, NY,398,0,0,16607,10712,48,84,97,10,1,0,0,88,24,134,5.988961417,0,0,9.717639786,9.279213236,3.891820298,4.442651256,4.584967479,2.397895273,4.48863637,3.218875825,4.905274778
11795,529521, West Islip, NY,405,0,17024,20531,12503,27,27,77,29,1,0,0,92,29,110,6.00635316,9.742438131,0,9.929739924,9.433803872,3.33220451,3.33220451,4.356708827,3.401197382,4.532599493,3.401197382,4.709530201
11803,397721, Plainview, NY,279,0,24645,9540,8426,13,13,55,50,0,0,0,54,44,60,5.634789603,10.11236989,0,9.163353581,9.039196116,2.63905733,2.63905733,4.025351691,3.931825633,4.007333185,3.80666249,4.110873864
11968,464021, Southampton, NY,194,0,64925,6167,3556,51,66,78,37,0,0,0,54,39,54,5.272999559,11.08100344,0,8.727129915,8.176672772,3.951243719,4.204692619,4.369447852,3.63758616,4.007333185,3.688879454,4.007333185
12180,499021, Troy, NY,272,0,0,10357,5857,55,60,42,43,0,0,0,50,32,58,5.609471795,0,0,9.245514447,8.675563527,4.025351691,4.110873864,3.761200116,3.784189634,3.931825633,3.496507561,4.077537444
12180,498521, Troy, NY,201,0,29945,5494,6956,3,19,77,47,0,0,0,68,49,56,5.308267697,10.30715104,0,8.611593867,8.847503626,1.386294361,2.995732274,4.356708827,3.871201011,4.234106505,3.912023005,4.043051268
12204,5021, Albany, NY,212,0,53000,6781,15135,0,0,98,67,1,0,0,89,76,85,5.361292166,10.87806606,0,8.822027323,9.624831291,0,0,4.59511985,4.219507705,4.49980967,4.343805422,4.454347296
12208,7021, Albany, NY,441,33,166874,19659,14227,62,62,240,140,1,0,1,262,159,174,6.091309882,12.02500031,3.526360525,9.886341394,9.562967133,4.143134726,4.143134726,5.484796933,4.94875989,5.572154032,5.075173815,5.164785974
12208,1021, Albany, NY,613,20,37573,22986,26504,0,0,124,71,1,1,1,140,81,133,6.419994928,10.5340676,3.044522438,10.04268412,10.18508867,0,0,4.828313737,4.276666119,4.94875989,4.406719247,4.8978398
12308,456021, Schenectady, NY,378,0,12865,10626,7083,75,92,153,68,1,1,0,160,96,92,5.937536205,9.462343452,0,9.271153211,8.865593999,4.33073334,4.532599493,5.036952602,4.234106505,5.081404365,4.574710979,4.532599493
12801,167021, Glens Falls, NY,440,0,41251,16746,12767,0,0,112,89,0,0,0,132,95,136,6.089044875,10.62745488,0,9.725974417,9.45469732,0,0,4.727387819,4.49980967,4.890349128,4.564348191,4.919980926
12816,116021, Cambridge, NY,74,0,30093,1610,961,27,87,17,3,0,0,0,14,10,13,4.317488114,10.3120811,0,7.384610383,6.869014451,3.33220451,4.477336814,2.890371758,1.386294361,2.708050201,2.397895273,2.63905733
12866,452021, Saratoga Springs, NY,156,0,33125,6054,4408,6,6,36,23,0,0,0,43,33,72,5.056245805,10.40807375,0,8.708639656,8.391403185,1.945910149,1.945910149,3.610917913,3.17805383,3.784189634,3.526360525,4.290459441
12901,399021, Plattsburgh, NY,366,0,98254,12283,10750,198,300,67,52,1,0,0,69,60,66,5.905361848,11.49532142,0,9.416052882,9.282754052,5.293304825,5.707110265,4.219507705,3.970291914,4.248495242,4.110873864,4.204692619
13021,18021, Auburn, NY,266,0,10600,8519,7274,57,89,72,26,0,0,0,78,35,78,5.587248658,9.268703615,0,9.05017162,8.892199092,4.060443011,4.49980967,4.290459441,3.295836866,4.369447852,3.583518938,4.369447852
13126,390021, Oswego, NY,164,0,0,4580,3184,102,194,27,39,0,0,0,25,15,43,5.105945474,0,0,8.429672594,8.066207568,4.634728988,5.272999559,3.33220451,3.688879454,3.258096538,2.772588722,3.784189634
13203,487021, Syracuse, NY,429,0,160245,19785,14143,133,185,157,110,1,1,0,187,132,114,6.063785209,11.98446541,0,9.892729896,9.557045785,4.8978398,5.225746674,5.062595033,4.709530201,5.236441963,4.890349128,4.744932128
13210,488521, Syracuse, NY,350,0,185500,10613,6431,4,8,144,104,1,1,0,131,138,134,5.860786223,12.13081555,0,9.269929163,8.769040811,1.609437912,2.197224577,4.976733742,4.65396035,4.882801923,4.934473933,4.905274778
13210,489021, Syracuse, NY,561,0,131254,28065,20277,0,5,215,232,1,1,0,196,210,153,6.33150185,11.78489727,0,10.24231416,9.917291834,0,1.791759469,5.375278408,5.451038454,5.283203729,5.351858133,5.036952602
13215,480521, Syracuse, NY,306,0,0,13924,7564,2,2,131,111,1,0,0,133,120,118,5.726847748,0,0,9.541441065,8.931287626,1.098612289,1.098612289,4.882801923,4.718498871,4.8978398,4.795790546,4.779123493
13326,132021, Cooperstown, NY,180,0,221981,7740,4849,1,2,102,94,1,1,0,114,76,48,5.198497031,12.31035158,0,8.954286157,8.486733984,0.693147181,1.098612289,4.634728988,4.553876892,4.744932128,4.343805422,3.891820298
13502,510021, New Hartford, NY,229,0,53000,11081,6557,22,22,64,31,0,0,0,60,31,89,5.438079309,10.87806606,0,9.313077449,8.788440957,3.135494216,3.135494216,4.17438727,3.465735903,4.110873864,3.465735903,4.49980967
13502,507021, Utica, NY,174,16,39750,5768,5010,4,4,82,38,0,0,1,73,51,68,5.164785974,10.59039028,2.833213344,8.660254034,8.519390775,1.609437912,1.609437912,4.418840608,3.663561646,4.304065093,3.951243719,4.234106505
13601,521021, Watertown, NY,204,0,24645,11676,6553,0,0,121,76,0,0,0,121,78,111,5.323009979,10.11236989,0,9.365376374,8.787830829,0,0,4.804021045,4.343805422,4.804021045,4.369447852,4.718498871
13790,206021, Johnson City, NY,282,0,0,14837,14451,36,65,163,119,1,1,0,159,109,153,5.645446898,0,0,9.604946737,9.578588092,3.610917913,4.189654742,5.099866428,4.787491743,5.075173815,4.700480366,5.036952602
